Part_ID,Session,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Total_Score,SPA_Pct,Verb_Freq_Std,Lang_Group,Interface,Timing,Months_Std
H05,1,HS 7th/8th,8,NA,174,2,6,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.5455656294989241,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,0.9453099588712524,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,2.2467589391230915,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.6862748024966794,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.23125157768356308,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.7677630688309908,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.3355417136850345,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.6256721057991523,HS,No,Late,NA
H07,1,HS 7th/8th,8,NA,171,4,4,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.5455656294989241,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,0.9453099588712524,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,2.2467589391230915,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.6862748024966794,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.23125157768356308,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.7677630688309908,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.3355417136850345,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.6256721057991523,HS,No,Late,NA
H15,1,HS 7th/8th,8,NA,172,1,4,NA,8,Forced Choice,FCT-28,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.5455656294989241,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,0.9453099588712524,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,2.2467589391230915,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.6862748024966794,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.23125157768356308,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.7677630688309908,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.3355417136850345,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.6256721057991523,HS,No,Late,NA
H38,1,HS 7th/8th,7,NA,159,2,5,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.5455656294989241,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,0.9453099588712524,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,2.2467589391230915,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.6862748024966794,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.23125157768356308,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.7677630688309908,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.3355417136850345,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.6256721057991523,HS,No,Late,NA
H64,1,HS 7th/8th,7,13,NA,NA,NA,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.5455656294989241,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,0.9453099588712524,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,2.2467589391230915,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.6862748024966794,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.23125157768356308,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.7677630688309908,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.3355417136850345,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.6256721057991523,HS,No,Late,NA
H65,1,HS 7th/8th,7,13,164,2,3,2,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.5455656294989241,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,0.9453099588712524,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,2.2467589391230915,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6862748024966794,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.23125157768356308,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.7677630688309908,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.3355417136850345,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6256721057991523,HS,No,Late,NA
H66,1,HS 7th/8th,7,12,154,2,6,2,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.5455656294989241,HS,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,0.9510218535008612,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,2.2603346453747495,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.6904215157752501,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.23264888089851757,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.772402162821817,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.3375691745135397,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.6294526363092482,L2L,No,Late,NA
H01,1,L2L 4th/5th,5,NA,129,1,5,NA,3,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.5488621285572381,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,0.9510218535008612,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,2.2603346453747495,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.6904215157752501,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.23264888089851757,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.772402162821817,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.3375691745135397,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.6294526363092482,L2L,No,Late,NA
H18,1,L2L 4th/5th,5,10,130,3,4,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.5488621285572381,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,0.9510218535008612,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,2.2603346453747495,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.6904215157752501,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.23264888089851757,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.772402162821817,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.3375691745135397,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.6294526363092482,L2L,No,Late,NA
H19,1,L2L 4th/5th,5,10,129,2,5,NA,4,Forced Choice,FCT-28,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.5488621285572381,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,0.9510218535008612,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,2.2603346453747495,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.6904215157752501,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.23264888089851757,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.772402162821817,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.3375691745135397,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.6294526363092482,L2L,No,Late,NA
H21,1,L2L 4th/5th,5,11,NA,NA,NA,NA,8,Forced Choice,FCT-28,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,NA,NA,-0.5488621285572381,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.6294526363092482,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-28,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.5488621285572381,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,0.9510218535008612,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,2.2603346453747495,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.6904215157752501,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.23264888089851757,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.772402162821817,L2L,No,Late,NA
H23,1,L2L 4th/5th,5,11,137,2,3,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,5,0.4,-0.3375691745135397,L2L,No,Late,NA
